vehicle_id,Bike Producer,Series,Size,Configuration,Bike Model,Sales Name,Year,Cylinder,Type of Drive,Engine Output,Country,Category 1,Category 2
408,Harley Davidson,FLH,1340,CARB,FLH,Electra Glide Standard,1985,2,4-STROKE,43 KW(58 PS),AMERICA,MOTORBIKE,TOURER
409,Harley Davidson,FXRT,1340,,FXRT 1340,Sport Glide,1986,2,4-STROKE,33 KW(45 PS); 36 KW(49 PS); 43 KW(58 PS),ALL,MOTORBIKE,TOURER
410,Harley Davidson,FLHS,1340,,FLHS 1340,Electra Glide Sport,1987,2,4-STROKE,37 KW(50PS); 44 KW(60 PS); 47 KW(64 PS),ALL,MOTORBIKE,TOURER
411,Harley Davidson,FXRS-SP,1340,,FXRS-SP 1340,Low Rider Sport Edition (Fxrsl),1991,2,4-STROKE,33 KW(45 PS); 36 KW(49 PS); 43 KW(58 PS),ALL,MOTORBIKE,CHOPPER
412,Harley Davidson,FLHT,1340,,FLHT 1340,Electra Glide Standard,1995,2,4-STROKE,44 KW(60 PS),ALL,MOTORBIKE,TOURER
413,Harley Davidson,FLHT,1450,CARB,FLHT 1450,Electra Glide,2000,2,4-STROKE,49 KW(67 PS),ALL,MOTORBIKE,TOURER
414,Harley Davidson,FLSTC,1450,CARB,FLSTC 1450,Heritage Softail Classic,2001,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),ALL,MOTORBIKE,CRUISER
415,Harley Davidson,FLTRI,1450,EFI,FLTRI 1450 EFI,Road Glide,2001,2,4-STROKE,25 KW(34 PS),AMERICA,MOTORBIKE,TOURER
416,Harley Davidson,FLHR,1450,CARB,FLHR 1450,Road King,2002,2,4-STROKE,49 KW(67 PS); 52 KW(71 PS),ALL,MOTORBIKE,TOURER
417,Harley Davidson,FLSTS,1450,CARB,FLSTS 1450,Heritage Softail Springer,2002,2,4-STROKE,49 KW(67 PS),ALL,MOTORBIKE,CRUISER
418,Harley Davidson,XL,883,C,XL 883 C,Sportster 53 Custom,2002,2,4-STROKE,20 KW(27 PS); 24 KW(33 PS); 25 KW(34 PS); 34 KW(46 PS); 35 KW(47 PS); 36 KW(49 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
419,Harley Davidson,XL,883,,XL 883,Sportster,2003,2,4-STROKE,20 KW(27 PS); 24 KW(33 PS); 25 KW(34 PS); 34 KW(46 PS); 35 KW(47 PS); 36 KW(49 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
420,Harley Davidson,FLHT,1450,CARB,FLHT 1450,Electra Glide,2004,2,4-STROKE,52 KW(70 PS),AMERICA,MOTORBIKE,TOURER
421,Harley Davidson,FXDL,1450,CARB,FXDL 1450,Dyna Low Rider,2004,2,4-STROKE,49 KW(67 PS); 50 KW(68 PS); 54 KW(73 PS),ALL,MOTORBIKE,CHOPPER
422,Harley Davidson,XL,883,,XL 883,Sportster,2004,2,4-STROKE,20 KW(27 PS); 24 KW(33 PS); 25 KW(34 PS); 34 KW(46 PS); 35 KW(47 PS); 36 KW(49 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
423,Harley Davidson,FLHRCI,1450,EFI,FLHRCI 1450 EFI,Road King Classic,2005,2,4-STROKE,25 KW(34 PS),ALL,MOTORBIKE,TOURER
424,Harley Davidson,FLHRSI,1450,EFI,FLHRSI 1450 EFI,Road King Custom,2005,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,TOURER
425,Harley Davidson,FLSTFI,1550,EFI,FLSTFI 1550 EFI,Fat Boy 15th Anniversary,2005,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),ALL,MOTORBIKE,CRUISER
426,Harley Davidson,FXSTI,1450,EFI,FXSTI 1450 EFI,Softail,2005,2,4-STROKE,24 KW(33 PS),ALL,MOTORBIKE,CHOPPER
427,Harley Davidson,FLSTFI,1450,EFI,FLSTFI 1450 EFI,Fat Boy,2006,2,4-STROKE,25 KW(34 PS),ALL,MOTORBIKE,CRUISER
428,Harley Davidson,FLSTI,1450,EFI,FLSTI 1450 EFI,Heritage Softail,2006,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),ALL,MOTORBIKE,CRUISER
429,Harley Davidson,FLSTNI,1450,EFI,FLSTNI 1450 EFI,Softail Deluxe,2006,2,4-STROKE,47 KW(64 PS),ALL,MOTORBIKE,CRUISER
430,Harley Davidson,XL,1200,L,XL 1200 L,Low,2006,2,4-STROKE,24 KW(33 PS),ALL,MOTORBIKE,NAKEDBIKE
431,Harley Davidson,FXST,1584,,FXST 1584,Softail,2007,2,4-STROKE,52 KW(71 PS),AMERICA,MOTORBIKE,CHOPPER
432,Harley Davidson,XL,883,C,XL 883 C,Sportster Custom,2007,2,4-STROKE,39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
433,Harley Davidson,XL,883,N,XL 883 N,Iron,2010,2,4-STROKE,38 KW(52 PS),ALL,MOTORBIKE,NAKEDBIKE
434,Harley Davidson,FLSTSB,1584,,FLSTSB 1584,Cross Bones,2011,2,4-STROKE,24 KW(33 PS); 54 KW(73 PS); 56 KW(76 PS),ALL,MOTORBIKE,CRUISER
435,Harley Davidson,VRSCF,1250,A,VRSCF 1250 ABS,V-Rod Muscle,2011,2,4-STROKE,89 KW(121 PS),ALL,MOTORBIKE,CRUISER
436,Harley Davidson,FLHTK,1690,A,FLHTK 1690 ABS,Electra Glide Ultra Limited,2011,2,4-STROKE,62 KW(84 PS),ALL,MOTORBIKE,TOURER
437,Harley Davidson,FLSTFB,1690,A,FLSTFB 1690 ABS,Fat Boy Special,2012,2,4-STROKE,33 KW(45 PS),EUROPE,MOTORBIKE,CRUISER
438,Harley Davidson,VRSCDX,1250,A,VRSCDX 1250 ABS,V-Rod 10th Anniversary,2012,2,4-STROKE,90 KW(122 PS),ALL,MOTORBIKE,CRUISER
439,Harley Davidson,FLHR,1690,,FLHR 1690,Road King,2012,2,4-STROKE,62 KW(84 PS),AMERICA,MOTORBIKE,TOURER
440,Harley Davidson,FLTRU,1690,A,FLTRU 1690 ABS,Road Glide Ultra,2012,2,4-STROKE,33 KW(45 PS),AMERICA,MOTORBIKE,TOURER
441,Harley Davidson,FLSTF,1690,,FLSTF 1690,Fat Boy,2013,2,4-STROKE,55 KW(75 PS); 58 KW(79 PS),ALL,MOTORBIKE,CRUISER
442,Harley Davidson,FLHTC,1690,A,FLHTC 1690 ABS,Electra Glide Classic,2013,2,4-STROKE,62 KW(84 PS),AMERICA,MOTORBIKE,TOURER
443,Harley Davidson,FXDBP,1690,A,FXDBP 1690 ABS,Dyna Street Bob Factory Custom,2013,2,4-STROKE,57 KW(77 PS),ALL,MOTORBIKE,CHOPPER
444,Harley Davidson,FLSTF,1690,A,FLSTF 1690 ABS,Fat Boy,2014,2,4-STROKE,55 KW(75 PS); 58 KW(79 PS),ALL,MOTORBIKE,CRUISER
445,Harley Davidson,FLSTFB,1690,A,FLSTFB 1690 ABS,Fat Boy Special,2014,2,4-STROKE,33 KW(45 PS),EUROPE,MOTORBIKE,CRUISER
446,Harley Davidson,FLHXS,1690,A,FLHXS 1690 ABS,Street Glide Special,2015,2,4-STROKE,64 KW(87 PS),ALL,MOTORBIKE,TOURER
447,Harley Davidson,FLHTCU,1690,A,FLHTCU 1690 ABS,Electra Glide Ultra Classic,2015,2,4-STROKE,33 KW(45 PS),ALL,MOTORBIKE,TOURER
448,Harley Davidson,XL,1200,C A,XL 1200 C ABS,Sportster Custom,2017,2,4-STROKE,33 KW(46 PS); 34 KW(47 PS); 50 KW(68 PS),ALL,MOTORBIKE,NAKEDBIKE
449,Harley Davidson,FXDB,1690,,FXDB 1690,Dyna Street Bob,2017,2,4-STROKE,57 KW(77 PS),AMERICA,MOTORBIKE,CHOPPER
450,Harley Davidson,FLHTKSE,1868,A,FLHTKSE 1868 ABS,Electra Glide Ultra Limited CVO 114,2017,2,4-STROKE,75 KW(102 PS),ALL,MOTORBIKE,TOURER
451,Harley Davidson,FXSB,1690,A,FXSB 1690 ABS,Breakout,2017,2,4-STROKE,35 KW(48 PS),ALL,MOTORBIKE,CRUISER
452,Harley Davidson,XG,750,,XG 750,Street,2018,2,4-STROKE,43 KW(58 PS),AMERICA,MOTORBIKE,NAKEDBIKE
453,Harley Davidson,XL,883,N A,XL 883 N ABS,Sportster Iron,2018,2,4-STROKE,38 KW(52 PS),ALL,MOTORBIKE,NAKEDBIKE
454,Harley Davidson,FLSL,1750,A,FLSL 1750 ABS,Softail Slim 107,2018,2,4-STROKE,64 KW(87 PS),ALL,MOTORBIKE,CRUISER
455,Harley Davidson,FLFB ,1750,A,FLFB 1750 ABS,Softail Fat Boy 107,2019,2,4-STROKE,64 KW(87 PS),ALL,MOTORBIKE,CRUISER
456,Harley Davidson,FLHTCUTG,1750,A,FLHTCUTG 1750 ABS,Tri Glide Ultra 107,2019,2,4-STROKE,65 KW(88 PS),ALL,THREEWHEELER,THREEWHEELER TOURER
457,Harley Davidson,XG,500,A,XG 500 ABS,Street,2019,2,4-STROKE,,ALL,MOTORBIKE,NAKEDBIKE
458,Harley Davidson,LIVEWIRE,,A,LIVEWIRE ABS,,2020,,ELECTRIC,78 KW(105 PS),ALL,MOTORBIKE,NAKEDBIKE
459,Harley Davidson,FLHC ,1750,A,FLHC 1750 ABS,Softail Heritage Classic 107,2020,2,4-STROKE,64 KW(87 PS),ALL,MOTORBIKE,CRUISER
460,Harley Davidson,FLHTCUTGSE,1923,A,FLHTCUTGSE 1923 ABS,Tri Glide Ultra CVO 117,2020,2,4-STROKE,78 KW(106 PS),ALL,THREEWHEELER,THREEWHEELER TOURER
461,Harley Davidson,GD,750,,GD 750,Servi Car,1935,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
462,Harley Davidson,G,750,,G 750,Servi Car,1936,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
463,Harley Davidson,GDT,750,,GDT 750,Servi Car,1936,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
464,Harley Davidson,G,750,,G 750,Servi Car,1937,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
465,Harley Davidson,GDT,750,,GDT 750,Servi Car,1937,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
466,Harley Davidson,GA,750,,GA 750,Servi Car,1938,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
467,Harley Davidson,E,1000,,E 1000,,1938,2,4-STROKE,,ALL,MOTORBIKE,TOURER
468,Harley Davidson,GA,750,,GA 750,Servi Car,1939,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
469,Harley Davidson,GA,750,,GA 750,Servi Car,1940,2,4-STROKE,,ALL,THREEWHEELER,SERVICE VEHICLE
